,ACC,BLCA,BRCA,CESC,COAD,DLBC,GBMLGG,HNSC,KIPAN,KIRC,LAML,LGG,LIHC,LUAD,LUSC,OV,PAAD,PCPG,PRAD,SARC,SKCM,STES,TGCT,THCA,THYM,UCEC
ACC,68,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BLCA,0,41,5,4,2,0,3,8,4,0,0,0,1,8,9,1,2,0,1,0,0,13,0,0,0,2
BRCA,1,1,485,4,3,0,14,11,28,2,7,1,8,6,7,59,3,11,64,9,0,20,5,17,10,10
CESC,0,5,29,21,0,0,14,6,23,1,1,0,5,3,9,0,1,3,4,6,1,11,2,2,4,4
COAD,0,2,13,0,158,0,1,2,3,0,0,0,3,2,0,7,3,0,1,1,3,16,1,0,0,7
DLBC,0,0,5,1,0,19,0,2,5,0,0,0,0,0,0,0,0,1,0,1,0,3,0,1,0,0
GBMLGG,0,0,41,1,1,0,220,0,14,4,4,101,3,4,1,13,3,1,7,8,3,12,4,6,2,8
HNSC,0,5,33,10,4,1,8,58,10,0,0,1,2,15,20,11,8,0,4,2,2,29,0,0,0,0
KIPAN,5,0,81,5,2,0,17,3,250,75,2,0,5,3,1,10,1,8,21,3,1,4,7,2,6,3
KIRC,0,0,55,2,0,0,10,0,157,66,2,0,2,1,0,4,0,5,18,1,0,1,3,0,3,4
LAML,0,0,18,0,0,0,4,0,0,1,83,2,0,0,0,7,0,4,11,0,0,0,0,10,18,0
LGG,0,0,11,0,0,0,102,0,1,0,3,97,0,0,0,3,0,0,2,3,0,1,0,1,4,1
LIHC,0,1,22,0,2,1,10,5,21,0,0,0,44,5,9,6,1,0,3,6,0,18,3,0,0,1
LUAD,0,1,15,3,1,2,12,11,11,0,0,0,8,61,15,3,2,0,4,5,5,22,0,1,0,2
LUSC,0,1,2,4,1,0,2,19,3,0,0,0,5,18,82,3,1,0,0,0,3,30,0,0,2,2
OV,0,0,77,0,2,0,8,7,9,0,0,0,5,1,1,99,10,3,8,5,0,10,2,3,0,3
PAAD,0,1,20,0,2,0,7,8,4,0,0,0,1,2,1,26,25,0,3,2,1,12,2,1,1,1
PCPG,0,0,38,0,0,0,3,0,3,2,3,0,0,0,0,0,1,35,29,4,0,0,0,20,9,0
PRAD,0,0,79,3,2,0,8,0,8,0,3,0,4,0,1,5,0,5,96,17,0,2,0,23,8,2
SARC,0,0,70,2,0,0,14,0,8,0,3,0,1,1,0,19,1,4,31,29,3,2,3,2,4,1
SKCM,1,0,8,1,1,0,4,0,8,0,1,0,1,2,1,1,1,2,2,1,230,3,2,5,0,1
STES,0,6,31,8,14,1,8,26,17,0,0,0,5,11,19,14,4,0,2,2,0,200,1,1,2,7
TGCT,0,0,17,0,0,0,2,1,26,2,0,0,2,0,0,0,2,0,2,2,0,1,65,2,0,0
THCA,0,0,34,1,1,0,3,0,0,0,6,0,0,0,0,1,0,7,43,0,4,0,0,203,20,1
THYM,0,0,15,1,0,0,1,1,0,0,3,0,0,2,0,1,0,4,14,0,0,1,0,13,42,0
UCEC,0,1,23,0,6,0,16,4,1,0,0,0,0,1,1,6,1,0,3,1,0,6,0,0,0,128
