,ACC,BLCA,BRCA,CESC,COAD,DLBC,GBMLGG,HNSC,KIPAN,KIRC,LAML,LGG,LIHC,LUAD,LUSC,OV,PAAD,PCPG,PRAD,SARC,SKCM,STES,TGCT,THCA,THYM,UCEC
ACC,68,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLCA,0,47,10,13,0,0,2,18,2,0,0,0,0,2,3,1,0,0,0,0,0,6,0,0,0,0
BRCA,1,4,531,12,2,0,9,11,23,1,14,1,3,4,1,56,5,15,39,15,1,17,0,15,3,3
CESC,0,10,37,59,1,0,6,3,5,1,4,0,0,5,2,0,0,3,6,6,0,3,1,0,1,2
COAD,0,0,8,0,162,0,8,3,2,0,0,0,0,0,0,8,7,0,0,1,1,18,0,1,0,4
DLBC,0,0,2,1,0,19,1,0,4,0,0,0,0,0,1,0,0,0,1,1,0,7,0,1,0,0
GBMLGG,0,0,32,0,1,0,256,3,9,1,7,96,1,0,0,6,3,3,6,9,0,16,0,4,0,8
HNSC,0,11,38,12,4,0,11,66,5,2,1,0,3,7,17,13,7,0,0,0,1,24,0,1,0,0
KIPAN,4,0,64,1,2,0,8,3,265,75,6,0,8,1,1,10,0,7,31,13,0,4,8,1,1,2
KIRC,1,0,40,0,0,0,3,0,160,71,3,0,2,2,0,7,0,4,24,10,0,1,4,0,0,2
LAML,0,0,25,0,0,0,6,0,0,2,89,1,0,0,0,7,0,6,12,1,0,0,0,5,4,0
LGG,0,0,9,0,1,0,105,0,0,0,4,99,0,0,0,2,1,1,2,3,0,1,0,1,0,0
LIHC,0,0,20,0,1,0,5,1,21,1,0,0,70,4,3,6,0,0,7,5,0,11,2,0,0,1
LUAD,0,2,24,5,1,0,7,7,6,0,0,0,9,71,22,6,1,0,3,3,0,14,2,1,0,0
LUSC,0,4,7,1,0,0,1,18,2,0,2,0,6,19,101,2,0,0,0,0,1,14,0,0,0,0
OV,0,0,81,0,0,0,2,5,11,2,2,0,3,1,6,108,6,1,8,4,0,9,1,1,1,1
PAAD,0,0,18,0,1,0,14,7,2,0,1,0,0,0,1,15,38,0,2,2,0,15,3,0,0,1
PCPG,0,0,40,1,0,0,3,0,2,2,6,1,0,0,0,0,0,44,23,5,0,0,0,17,3,0
PRAD,0,0,74,0,1,0,6,0,14,0,7,1,2,0,1,6,0,6,113,5,0,3,2,19,4,2
SARC,0,0,73,2,0,0,12,0,9,0,4,0,3,0,0,19,1,5,19,31,3,4,6,4,1,2
SKCM,2,0,8,1,1,0,6,0,4,0,1,0,1,1,0,0,0,3,5,1,234,0,2,6,0,0
STES,1,3,32,0,17,0,19,24,10,0,2,0,6,7,12,9,8,1,0,1,0,220,2,0,0,5
TGCT,0,0,7,0,0,0,6,0,15,3,0,0,0,0,0,1,0,1,4,2,0,1,83,1,0,0
THCA,0,0,30,1,1,0,1,0,0,0,25,0,0,0,0,1,1,16,31,4,1,0,1,208,2,1
THYM,0,0,20,1,0,0,3,0,1,0,34,0,0,0,0,0,0,8,15,1,0,1,0,10,4,0
UCEC,0,2,21,2,3,0,12,3,2,0,0,0,2,0,0,10,1,0,1,2,0,8,1,0,0,128
