,ACC,BLCA,BRCA,CESC,COAD,DLBC,GBMLGG,HNSC,KIPAN,KIRC,LAML,LGG,LIHC,LUAD,LUSC,OV,PAAD,PCPG,PRAD,SARC,SKCM,STES,TGCT,THCA,THYM,UCEC
ACC,60,0,0,0,1,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,1
BLCA,0,41,4,8,2,0,0,12,8,0,0,0,1,3,5,0,0,0,0,0,0,18,0,1,0,1
BRCA,0,4,437,12,2,0,20,11,49,3,7,0,7,5,1,62,6,23,57,8,2,28,3,22,7,10
CESC,0,11,24,43,1,0,6,7,26,4,1,0,1,3,2,0,1,2,1,4,0,6,3,4,2,3
COAD,0,0,10,2,152,0,0,2,9,0,0,0,2,3,0,8,5,0,1,0,9,14,1,1,0,4
DLBC,0,0,0,4,0,10,1,3,9,0,0,0,0,1,1,0,0,0,3,0,2,3,0,1,0,0
GBMLGG,0,0,28,3,0,0,207,2,42,3,5,111,4,1,2,15,2,2,9,3,2,4,6,6,1,3
HNSC,0,11,27,8,3,0,11,53,18,0,1,0,4,8,14,14,6,0,4,1,1,36,1,0,0,2
KIPAN,1,1,42,3,1,0,11,3,273,87,3,0,3,3,1,11,2,3,25,6,2,12,7,11,0,4
KIRC,0,0,25,3,0,0,11,1,166,88,2,0,0,1,0,2,0,2,22,2,0,0,1,7,0,1
LAML,0,0,12,0,0,0,4,0,0,0,80,3,0,0,0,4,0,9,14,1,0,0,0,24,7,0
LGG,0,0,6,0,0,0,93,1,3,0,1,109,0,0,0,3,0,0,2,6,0,0,0,4,1,0
LIHC,0,0,11,4,2,0,9,2,33,2,0,0,38,3,13,6,0,0,6,1,2,20,2,1,0,3
LUAD,0,2,10,6,0,0,6,3,24,0,0,0,9,55,17,7,0,1,3,2,8,28,1,0,0,2
LUSC,0,3,5,6,0,0,2,13,4,0,0,0,3,15,86,1,1,0,0,0,4,32,0,2,0,1
OV,0,0,55,0,1,0,7,6,27,1,3,1,2,2,1,108,9,1,7,5,0,13,2,1,0,1
PAAD,0,1,14,1,2,0,5,4,12,0,0,0,4,1,0,34,18,0,2,2,0,14,4,2,0,0
PCPG,0,0,25,1,0,0,2,0,7,2,5,0,0,0,0,0,0,46,34,5,0,0,0,15,5,0
PRAD,0,0,58,0,2,0,7,0,29,3,3,0,0,2,1,7,0,15,93,4,1,1,0,28,11,1
SARC,0,0,50,1,0,0,8,1,29,4,1,0,1,0,0,22,1,5,27,23,4,2,4,9,4,2
SKCM,0,1,6,0,2,1,1,2,12,1,2,0,2,2,1,2,0,2,3,0,217,4,4,7,0,4
STES,0,6,23,3,13,1,9,22,32,0,0,0,7,10,29,18,1,0,5,2,4,183,1,4,0,6
TGCT,0,0,7,2,0,0,3,0,56,5,0,0,2,1,0,1,0,1,1,2,0,1,41,0,1,0
THCA,0,0,24,0,1,0,1,0,3,1,8,0,0,0,0,1,0,14,33,1,3,0,0,223,11,0
THYM,0,0,8,0,0,0,1,0,3,0,7,0,0,0,0,2,0,3,19,1,0,1,1,44,8,0
UCEC,0,1,28,3,5,0,14,0,4,1,0,0,4,2,3,8,0,1,2,1,4,5,0,0,0,112
