,ACC,BLCA,BRCA,CESC,COAD,DLBC,GBMLGG,HNSC,KIPAN,KIRC,LAML,LGG,LIHC,LUAD,LUSC,OV,PAAD,PCPG,PRAD,SARC,SKCM,STES,TGCT,THCA,THYM,UCEC
ACC,45,0,0,0,1,0,1,1,8,0,0,0,2,1,0,0,0,0,0,0,4,6,3,0,0,0
BLCA,0,38,4,4,2,1,1,8,3,0,0,0,1,5,8,0,2,0,1,0,2,19,1,1,0,3
BRCA,0,5,411,5,4,0,21,12,57,3,15,1,6,7,6,62,7,27,65,9,1,29,5,8,6,14
CESC,0,5,19,29,1,0,4,6,27,7,5,0,2,4,8,0,0,3,7,6,4,8,5,0,0,5
COAD,0,1,7,3,153,0,3,1,7,1,0,0,3,2,2,8,0,1,0,0,9,13,0,0,0,9
DLBC,1,1,2,0,0,14,0,3,4,0,0,0,0,0,2,1,0,0,3,1,4,1,1,0,0,0
GBMLGG,1,0,28,2,1,0,218,4,40,1,11,87,4,4,2,15,0,3,7,5,2,8,10,3,3,2
HNSC,1,6,30,7,3,0,7,57,12,1,1,0,3,6,25,13,5,0,2,0,2,37,2,0,0,3
KIPAN,0,3,51,4,2,0,18,6,263,80,5,1,8,3,2,9,2,5,23,7,3,5,10,1,1,3
KIRC,0,1,29,2,1,0,11,1,172,75,3,1,2,0,0,4,1,3,17,4,1,0,4,0,1,1
LAML,0,0,11,0,0,0,4,0,0,0,98,6,0,0,0,2,0,10,13,1,0,0,0,3,10,0
LGG,0,0,3,0,0,0,104,1,4,0,10,92,1,0,0,3,1,1,3,4,0,0,0,2,0,0
LIHC,1,3,6,1,3,1,10,1,21,3,0,1,37,6,10,8,5,0,5,2,2,21,5,0,0,6
LUAD,0,1,7,5,2,1,9,7,19,0,0,0,6,51,16,5,3,1,3,3,9,30,4,0,0,2
LUSC,0,3,1,9,0,0,1,14,4,0,2,0,3,14,80,3,0,0,0,0,8,34,0,0,0,2
OV,1,0,45,1,2,0,10,4,25,2,3,0,0,2,3,115,7,1,5,5,0,16,2,2,1,1
PAAD,0,0,11,1,3,0,2,8,13,1,1,0,3,3,1,35,20,0,1,4,1,9,1,1,0,1
PCPG,0,0,19,0,0,0,0,0,6,1,10,0,0,0,0,0,0,49,36,7,2,1,0,13,3,0
PRAD,0,0,57,2,1,0,7,0,26,4,14,1,2,2,1,9,0,18,95,5,0,0,0,10,8,4
SARC,0,0,43,2,1,0,13,2,25,1,5,1,1,2,0,22,1,8,31,23,3,2,5,4,1,2
SKCM,0,0,5,1,2,0,5,3,12,0,1,1,2,4,6,0,0,2,3,0,212,2,6,6,0,3
STES,1,5,30,7,10,0,3,25,26,2,3,0,9,14,31,16,6,0,6,1,5,173,0,0,0,6
TGCT,0,1,3,1,0,1,3,2,54,4,0,0,1,0,0,1,0,1,3,1,1,1,45,1,0,0
THCA,0,0,17,0,1,0,1,0,3,1,26,0,0,0,0,1,0,21,38,1,3,0,0,203,8,0
THYM,0,0,5,0,0,0,2,1,1,0,41,0,0,0,0,1,0,6,23,0,0,1,1,8,8,0
UCEC,0,2,19,4,6,0,13,3,5,1,0,0,3,0,2,4,1,0,3,1,5,3,0,0,1,122
