,ACC,BLCA,BRCA,CESC,COAD,DLBC,GBMLGG,HNSC,KIPAN,KIRC,LAML,LGG,LIHC,LUAD,LUSC,OV,PAAD,PCPG,PRAD,SARC,SKCM,STES,TGCT,THCA,THYM,UCEC
ACC,46,0,2,1,0,0,2,0,9,1,0,0,1,4,0,0,0,0,0,0,0,4,2,0,0,0
BLCA,0,33,17,11,0,0,1,19,2,0,0,0,1,3,5,1,0,0,1,0,0,10,0,0,0,0
BRCA,0,6,470,18,3,0,18,16,39,2,10,0,0,7,3,62,4,19,50,7,1,21,0,16,7,7
CESC,0,9,44,44,1,0,12,10,5,3,1,0,1,0,4,0,0,1,3,3,2,3,3,3,1,2
COAD,0,0,6,0,144,0,7,3,1,1,0,0,1,1,1,5,7,0,1,1,1,32,1,2,0,8
DLBC,3,0,2,0,0,5,2,0,6,1,1,0,0,0,1,0,0,0,1,0,0,15,0,1,0,0
GBMLGG,3,0,33,3,3,0,235,2,27,2,8,85,2,0,1,8,8,3,5,4,0,13,2,5,1,8
HNSC,0,10,36,11,6,0,7,60,9,0,1,0,3,11,9,10,8,0,2,0,1,35,1,0,0,3
KIPAN,2,0,63,0,3,0,6,4,248,101,4,0,7,0,3,9,1,2,31,9,0,8,4,6,2,2
KIRC,0,0,38,0,2,0,4,0,158,85,4,0,1,0,1,2,0,1,26,3,0,1,3,3,1,1
LAML,0,0,18,0,0,0,9,0,0,0,77,3,0,0,0,7,0,11,12,0,0,0,0,17,4,0
LGG,0,0,8,1,1,0,110,0,1,0,5,88,0,0,0,3,0,0,0,4,0,1,0,5,0,2
LIHC,1,0,15,0,4,0,9,1,27,0,0,0,47,4,8,8,0,1,4,2,0,19,4,1,0,3
LUAD,0,4,19,6,0,0,7,9,16,3,0,0,4,50,31,4,1,0,3,3,1,18,3,1,0,1
LUSC,0,3,5,2,0,0,0,16,4,0,0,0,3,15,105,3,0,0,0,1,2,17,0,2,0,0
OV,0,0,70,0,3,0,6,1,18,5,3,0,0,1,5,104,10,2,6,3,0,12,1,2,0,1
PAAD,0,0,15,1,3,0,16,7,5,0,0,2,0,1,1,18,23,2,1,2,0,19,0,2,1,1
PCPG,0,0,37,2,0,0,4,0,3,2,8,0,0,0,0,1,0,34,19,7,0,0,0,25,5,0
PRAD,0,0,56,0,0,0,2,0,28,4,4,3,2,0,2,9,0,16,100,3,0,1,2,22,8,4
SARC,0,0,59,4,2,0,12,0,21,5,1,1,0,0,0,24,2,6,19,21,3,4,4,5,2,3
SKCM,0,0,10,3,2,0,4,0,10,1,0,0,0,1,1,1,0,1,2,1,230,1,1,6,0,1
STES,0,2,34,1,12,0,15,20,17,1,0,0,5,6,10,10,8,1,1,3,0,220,3,2,0,8
TGCT,0,0,10,0,1,0,7,1,36,4,0,0,3,1,0,1,0,1,3,0,0,3,51,2,0,0
THCA,0,0,19,0,1,0,6,0,3,2,8,0,0,0,0,1,0,17,33,3,2,0,0,221,8,0
THYM,0,0,13,1,0,0,4,0,0,1,11,0,0,0,0,1,0,4,13,1,0,1,0,41,7,0
UCEC,1,2,22,1,6,0,16,3,3,1,0,0,1,0,0,10,2,0,5,1,0,12,1,1,0,110
