,ACC,BLCA,BRCA,CESC,COAD,DLBC,GBMLGG,HNSC,KIPAN,KIRC,LAML,LGG,LIHC,LUAD,LUSC,OV,PAAD,PCPG,PRAD,SARC,SKCM,STES,TGCT,THCA,THYM,UCEC
ACC,68,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BLCA,0,43,10,7,1,0,2,17,2,0,0,0,0,3,8,0,0,0,2,0,0,9,0,0,0,0
BRCA,1,1,510,12,1,0,13,9,24,3,11,1,2,3,5,54,6,10,55,18,0,22,0,16,3,6
CESC,0,8,38,54,0,0,7,6,6,1,4,0,0,1,2,1,0,2,6,6,0,7,1,2,1,2
COAD,0,0,7,1,158,0,4,2,2,0,0,0,0,0,1,7,7,0,1,1,1,26,0,0,0,5
DLBC,0,0,3,0,0,17,1,2,4,0,0,0,0,1,0,0,0,1,0,1,0,6,1,1,0,0
GBMLGG,0,0,38,1,1,0,252,1,7,0,6,92,2,1,0,5,4,2,6,11,1,15,3,6,0,7
HNSC,0,13,35,13,2,0,4,69,8,0,1,1,1,11,10,11,7,0,4,3,2,26,0,0,0,2
KIPAN,3,0,66,1,2,0,11,4,259,76,6,0,4,2,1,7,0,7,31,17,0,4,8,2,2,2
KIRC,0,0,46,0,0,0,9,0,156,67,4,0,2,1,0,2,0,6,25,9,0,2,2,1,1,1
LAML,0,0,24,0,0,0,4,0,0,1,92,3,0,0,0,4,0,5,9,1,0,0,0,9,6,0
LGG,0,0,10,1,0,0,106,0,0,0,6,95,0,0,0,3,0,1,3,2,0,1,0,1,0,0
LIHC,0,0,25,2,2,0,6,2,19,1,0,0,50,3,7,8,0,0,5,5,0,20,2,0,0,1
LUAD,0,5,29,3,1,1,8,7,8,0,0,0,8,57,24,4,1,0,3,3,1,19,0,1,0,1
LUSC,0,4,3,2,0,0,1,19,4,0,2,0,5,22,94,3,0,0,0,0,1,17,0,0,0,1
OV,0,0,77,0,2,0,4,6,13,1,0,0,2,2,2,105,8,1,6,11,0,10,0,2,1,0
PAAD,0,0,17,1,1,0,11,6,6,0,1,0,0,2,0,25,29,0,1,3,0,15,1,0,0,1
PCPG,0,0,33,0,0,0,3,0,3,2,9,0,0,0,0,0,0,43,29,6,0,0,0,17,2,0
PRAD,0,0,60,0,2,0,2,0,6,2,8,1,2,0,3,8,0,6,119,12,0,2,1,26,4,2
SARC,0,0,66,3,0,0,8,0,11,0,5,1,0,2,0,17,2,3,30,35,3,3,3,4,0,2
SKCM,0,0,9,3,1,0,4,0,8,0,1,0,1,3,0,1,0,2,2,1,233,0,1,6,0,0
STES,1,3,28,2,12,1,11,26,11,1,3,0,4,5,11,10,8,1,0,6,0,227,1,1,0,6
TGCT,1,0,9,0,0,0,4,0,25,1,0,0,1,1,0,1,1,1,3,3,0,0,72,1,0,0
THCA,0,0,27,0,1,0,3,0,0,0,23,0,0,0,0,1,0,10,37,0,1,0,0,218,3,0
THYM,0,0,19,0,0,0,2,0,1,0,35,0,0,1,0,2,0,3,11,2,0,1,0,12,9,0
UCEC,0,2,21,1,6,0,14,3,1,0,0,0,1,0,0,10,0,0,2,2,0,9,0,0,0,126
